N,Z,E,U(E),known,A,N-Z,N/Z
159,109,7271.0,1.0,0,268,50,1.4587155963302751
158,110,7252.0,1.0,0,268,48,1.4363636363636363
164,105,7323.0,2.0,0,269,59,1.561904761904762
163,106,7318.0,1.0,0,269,57,1.5377358490566038
162,107,7309.0,1.0,0,269,55,1.514018691588785
161,108,7294.0,0.0,0,269,53,1.4907407407407407
160,109,7274.0,1.0,0,269,51,1.4678899082568808
159,110,7250.1551,0.1167,1,269,49,1.4454545454545455
165,105,7314.0,2.0,0,270,60,1.5714285714285714
164,106,7314.0,2.0,0,270,58,1.5471698113207548
163,107,7301.0,1.0,0,270,56,1.5233644859813085
162,108,7295.0,1.0,0,270,54,1.5
161,109,7271.0,1.0,0,270,52,1.4770642201834863
160,110,7253.7634,0.1455,1,270,50,1.4545454545454546
165,106,7305.0,2.0,0,271,59,1.5566037735849056
164,107,7298.0,1.0,0,271,57,1.5327102803738317
163,108,7288.0,1.0,0,271,55,1.5092592592592593
162,109,7273.0,1.0,0,271,53,1.4862385321100917
161,110,7252.0,0.0,0,271,51,1.4636363636363636
166,106,7301.0,3.0,0,272,60,1.5660377358490567
165,107,7290.0,2.0,0,272,58,1.5420560747663552
164,108,7286.0,2.0,0,272,56,1.5185185185185186
163,109,7267.0,2.0,0,272,54,1.4954128440366972
162,110,7255.0,2.0,0,272,52,1.4727272727272727
161,111,7227.0,1.0,0,272,50,1.4504504504504505
167,106,7292.0,1.0,0,273,61,1.5754716981132075
166,107,7286.0,2.0,0,273,59,1.5514018691588785
165,108,7279.0,1.0,0,273,57,1.5277777777777777
164,109,7265.0,2.0,0,273,55,1.5045871559633028
163,110,7250.0,1.0,0,273,53,1.481818181818182
162,111,7230.0,1.0,0,273,51,1.4594594594594594
167,107,7278.0,2.0,0,274,60,1.560747663551402
166,108,7276.0,2.0,0,274,58,1.537037037037037
165,109,7259.0,1.0,0,274,56,1.5137614678899083
164,110,7249.0,1.0,0,274,54,1.490909090909091
163,111,7227.0,1.0,0,274,52,1.4684684684684686
168,107,7273.0,2.0,0,275,61,1.5700934579439252
167,108,7268.0,2.0,0,275,59,1.5462962962962963
166,109,7257.0,1.0,0,275,57,1.5229357798165137
165,110,7243.0,1.0,0,275,55,1.5
164,111,7227.0,2.0,0,275,53,1.4774774774774775
169,107,7265.0,2.0,0,276,62,1.5794392523364487
168,108,7265.0,3.0,0,276,60,1.5555555555555556
167,109,7250.0,2.0,0,276,58,1.5321100917431192
166,110,7243.0,2.0,0,276,56,1.509090909090909
165,111,7223.0,2.0,0,276,54,1.4864864864864864
164,112,7209.0,2.0,0,276,52,1.4642857142857142
170,107,7260.0,2.0,0,277,63,1.588785046728972
169,108,7256.0,2.0,0,277,61,1.5648148148148149
168,109,7247.0,2.0,0,277,59,1.5412844036697249
167,110,7237.0,1.0,0,277,57,1.518181818181818
166,111,7222.0,2.0,0,277,55,1.4954954954954955
165,112,7205.0,1.0,0,277,53,1.4732142857142858
171,107,7251.0,1.0,0,278,64,1.5981308411214954
170,108,7252.0,1.0,0,278,62,1.5740740740740742
169,109,7240.0,2.0,0,278,60,1.5504587155963303
168,110,7236.0,2.0,0,278,58,1.5272727272727273
167,111,7218.0,1.0,0,278,56,1.5045045045045045
166,112,7206.0,2.0,0,278,54,1.4821428571428572
165,113,7181.0,1.0,0,278,52,1.4601769911504425
171,108,7243.0,2.0,0,279,63,1.5833333333333333
170,109,7237.0,2.0,0,279,61,1.5596330275229358
169,110,7229.0,2.0,0,279,59,1.5363636363636364
168,111,7216.0,2.0,0,279,57,1.5135135135135136
167,112,7202.0,1.0,0,279,55,1.4910714285714286
166,113,7183.0,2.0,0,279,53,1.4690265486725664
172,108,7239.0,2.0,0,280,64,1.5925925925925926
171,109,7229.0,2.0,0,280,62,1.5688073394495412
170,110,7227.0,3.0,0,280,60,1.5454545454545454
169,111,7212.0,2.0,0,280,58,1.5225225225225225
168,112,7202.0,2.0,0,280,56,1.5
167,113,7180.0,1.0,0,280,54,1.4778761061946903
172,109,7225.0,2.0,0,281,63,1.5779816513761469
171,110,7220.0,2.0,0,281,61,1.5545454545454545
170,111,7209.0,3.0,0,281,59,1.5315315315315314
169,112,7197.0,1.0,0,281,57,1.5089285714285714
168,113,7181.0,1.0,0,281,55,1.4867256637168142
173,109,7218.0,2.0,0,282,64,1.5871559633027523
172,110,7217.0,1.0,0,282,62,1.5636363636363637
171,111,7204.0,2.0,0,282,60,1.5405405405405406
170,112,7197.0,2.0,0,282,58,1.5178571428571428
169,113,7177.0,1.0,0,282,56,1.4955752212389382
173,110,7210.0,2.0,0,283,63,1.5727272727272728
172,111,7201.0,2.0,0,283,61,1.5495495495495495
171,112,7192.0,2.0,0,283,59,1.5267857142857142
170,113,7177.0,2.0,0,283,57,1.5044247787610618
174,110,7207.0,2.0,0,284,64,1.5818181818181818
173,111,7195.0,2.0,0,284,62,1.5585585585585586
172,112,7191.0,3.0,0,284,60,1.5357142857142858
171,113,7173.0,2.0,0,284,58,1.5132743362831858
170,114,7163.0,2.0,0,284,56,1.4912280701754386
174,111,7192.0,2.0,0,285,63,1.5675675675675675
173,112,7185.0,2.0,0,285,61,1.5446428571428572
172,113,7172.0,3.0,0,285,59,1.5221238938053097
171,114,7159.0,1.0,0,285,57,1.5
175,111,7185.0,2.0,0,286,64,1.5765765765765767
174,112,7183.0,2.0,0,286,62,1.5535714285714286
173,113,7168.0,2.0,0,286,60,1.5309734513274336
172,114,7159.0,2.0,0,286,58,1.5087719298245614
175,112,7176.0,2.0,0,287,63,1.5625
174,113,7166.0,2.0,0,287,61,1.5398230088495575
173,114,7155.0,2.0,0,287,59,1.5175438596491229
172,115,7139.0,2.0,0,287,57,1.4956521739130435
176,112,7174.0,2.0,0,288,64,1.5714285714285714
175,113,7160.0,2.0,0,288,62,1.5486725663716814
174,114,7154.0,3.0,0,288,60,1.5263157894736843
173,115,7135.0,2.0,0,288,58,1.5043478260869565
176,113,7158.0,2.0,0,289,63,1.5575221238938053
175,114,7149.0,2.0,0,289,61,1.5350877192982457
174,115,7135.0,3.0,0,289,59,1.5130434782608695
173,116,7119.0,2.0,0,289,57,1.4913793103448276
177,113,7152.0,2.0,0,290,64,1.5663716814159292
176,114,7147.0,2.0,0,290,62,1.543859649122807
175,115,7131.0,2.0,0,290,60,1.5217391304347827
174,116,7120.0,2.0,0,290,58,1.5
177,114,7141.0,2.0,0,291,63,1.5526315789473684
176,115,7129.0,3.0,0,291,61,1.5304347826086957
175,116,7116.0,2.0,0,291,59,1.5086206896551724
174,117,7098.0,2.0,0,291,57,1.4871794871794872
177,115,7124.0,2.0,0,292,62,1.5391304347826087
176,116,7116.0,3.0,0,292,60,1.5172413793103448
175,117,7095.0,2.0,0,292,58,1.4957264957264957
177,116,7111.0,2.0,0,293,61,1.5258620689655173
176,117,7095.0,3.0,0,293,59,1.5042735042735043
175,118,7078.0,2.0,0,293,57,1.4830508474576272
177,117,7092.0,2.0,0,294,60,1.5128205128205128
176,118,7079.0,2.0,0,294,58,1.4915254237288136
177,118,7076.0,2.0,0,295,59,1.5
